"Transaction Date","Transaction Time","Card Number","Trans ID",Units,"Unit Cost","Net Cost","Product Description","Merchant City","Merchant State / Province","Outside of Home States","Outside of Service Area",Weekend,Holiday,"Irregular Hours","Purchase > $100","Not Unleaded Regular"
2024-08-05,23:17:00,NY32,29685983740,16.968,4.458,75.66,"Unleaded Super",Bronx,NY,0,1,0,0,1,0,1
2024-08-04,18:05:00,NY32,29671401300,12.201,3.898,47.57,"Unleaded Plus",Bronx,NY,0,1,1,0,1,0,1
2024-06-25,15:35:00,NY32,29188377580,21.064,3.998,84.23,"Unleaded Regular",Yonkers,NY,0,1,0,0,0,0,0
2024-06-28,17:34:00,NY32,29236254190,20.361,3.998,81.42,"Unleaded Regular",Yonkers,NY,0,1,0,0,1,0,0
2024-07-09,08:34:00,NY32,29347940910,17.307,3.998,69.21,"Unleaded Regular",Yonkers,NY,0,1,0,0,0,0,0
2024-07-12,08:30:00,NY32,29394585440,15.845,3.998,63.36,"Unleaded Regular",Yonkers,NY,0,1,0,0,0,0,0
2024-07-24,13:44:00,NY32,29540047320,17.746,4.258,75.58,"Unleaded Plus",Pelham,NY,0,1,0,0,0,0,1
2024-07-24,15:42:00,NY32,29549257160,13.75,3.599,49.51,"Unleaded Regular",Yonkers,NY,0,1,0,0,0,0,0
2024-07-25,08:52:00,NY32,29552773320,12.36,4.459,55.15,"Unleaded Plus",Thornwood,NY,0,0,0,0,0,0,1
2024-07-30,17:58:00,NY32,29613390840,11.483,4.498,51.66,"Unleaded Plus",Bronx,NY,0,1,0,0,1,0,1
2024-08-02,18:12:23,NY32,29651484120,17.148,3.498,60,"Unleaded Regular",Bronx,NY,0,1,0,0,1,0,0
2024-08-05,07:54:47,NY32,29679510690,18.019,4.358,78.54,"Unleaded Super",Bronx,NY,0,1,0,0,0,0,1
2024-06-06,15:45:00,NY33,28946316920,16.748,4.478,75.01,"Unleaded Plus",Mahopac,NY,0,0,0,0,0,0,1
2024-06-10,13:52:00,NY33,28996182300,14.618,4.298,62.84,"Unleaded Plus",Elmsford,NY,0,0,0,0,0,0,1
2024-06-14,10:56:00,NY33,29061813170,15.272,4.059,61.99,"Unleaded Plus","White Plains",NY,0,0,0,0,0,0,1
2024-06-18,15:51:00,NY33,29092221080,16.751,4.418,74.02,"Unleaded Plus",Mahopac,NY,0,0,0,0,0,0,1
2024-06-24,12:02:10,NY33,29176736580,21.105,3.699,78.07,"Unleaded Plus",Danbury,CT,0,0,0,0,0,0,1
2024-06-26,10:52:53,NY33,29208690340,12.494,3.699,46.22,"Unleaded Plus",Danbury,CT,0,0,0,0,0,0,1
2024-06-28,16:05:00,NY33,29227601070,16.623,4.519,75.12,"Unleaded Plus",Mahopac,NY,0,0,0,0,1,0,1
2024-07-02,12:42:47,NY33,29280657690,14.282,3.799,54.26,"Unleaded Plus",Danbury,CT,0,0,0,0,0,0,1
2024-07-11,11:13:17,NY33,29367631460,18.914,3.798,71.85,"Unleaded Plus",Danbury,CT,0,0,0,0,0,0,1
2024-07-15,09:42:57,NY33,29421837280,19.362,4.198,81.3,"Unleaded Plus",Valhalla,NY,0,0,0,0,0,0,1
2024-07-17,15:53:00,NY33,29444796420,18.739,4.518,84.68,"Unleaded Plus",Mahopac,NY,0,0,0,0,0,0,1
2024-07-23,15:56:00,NY33,29517207020,20.333,4.418,89.85,"Unleaded Plus",Mahopac,NY,0,0,0,0,0,0,1
2024-07-26,15:13:00,NY33,29571432840,14.09,4.599,64.8,"Unleaded Plus",Brewster,NY,0,0,0,0,0,0,1
2024-07-31,11:10:11,NY33,29633154590,20.744,4.139,85.86,"Unleaded Super",Danbury,CT,0,0,0,0,0,0,1
2024-08-02,11:42:00,NY33,29659596900,12.736,4.319,55.01,"Unleaded Super",Brookfield,CT,0,0,0,0,0,0,1
2024-07-09,09:11:40,NY33,29348327620,17.861,4.199,75,"Unleaded Plus",Valhalla,NY,0,0,0,0,0,0,1
2024-08-06,17:38:00,NY34,29696846800,21.28,4.699,100,"Unleaded Super","New York",NY,0,1,0,0,1,0,1
2024-08-14,06:10:00,NY34,29788399640,24.044,4.159,100,"Regular Diesel #2",Bronx,NY,0,1,0,0,1,0,1
2024-08-13,19:48:00,NY34,29788763460,22.031,4.539,100,"Unleaded Super",Bronx,NY,0,1,0,0,1,0,1
2024-08-12,23:57:00,NY34,29773226640,9.586,4.359,41.79,"Unleaded Super",Bronx,NY,0,1,0,0,1,0,1
2024-08-11,15:13:00,NY34,29761744210,11.46,4.539,52.02,"Unleaded Super",Bronx,NY,0,1,1,0,0,0,1
2024-08-10,21:49:00,NY34,29756101310,24.044,4.159,100,"Regular Diesel #2",Bronx,NY,0,1,1,0,1,0,1
2024-08-09,18:56:00,NY34,29747160460,21.422,4.558,97.66,"Unleaded Super",Bronx,NY,0,1,0,0,1,0,1
2024-08-07,14:19:00,NY34,29717195580,16.591,4.598,76.3,"Unleaded Super",Bronx,NY,0,1,0,0,0,0,1
2024-08-06,17:00:00,NY34,29696846790,15.13,4.699,71.11,"Unleaded Super","New York",NY,0,1,0,0,1,0,1
2024-06-06,16:26:00,NY35,28956930940,14.337,3.539,50.74,"Unleaded Regular","Cortlandt Manor",NY,0,0,0,0,1,0,0
2024-07-26,17:38:00,NY35,29574139810,14.049,3.499,49.16,"Unleaded Regular","Cortlandt Manor",NY,0,0,0,0,1,0,0
2024-07-21,22:26:00,NY35,29495100000,12.307,3.898,47.98,"Unleaded Regular","Cortlandt Manor",NY,0,0,1,0,1,0,0
2024-06-12,08:01:00,NY36,29027369710,10.423,4.319,45.02,"Unleaded Super",Bronx,NY,0,1,0,0,0,0,1
2024-06-12,15:56:00,NY36,29027522800,15.282,4.598,70.28,"Unleaded Super",Bronx,NY,0,1,0,0,0,0,1
2024-06-12,17:40:00,NY36,29027522790,10.962,3.779,41.43,"Unleaded Regular",Bronx,NY,0,1,0,0,1,0,0
2024-06-16,00:33:00,NY36,29067283700,25.719,3.939,101.31,"Unleaded Plus",Bronx,NY,0,1,1,0,1,1,1
2024-06-16,18:45:00,NY36,29072730790,10.257,4.499,46.15,"Future Defined",Bronx,NY,0,1,1,0,1,0,1
2024-06-17,17:45:00,NY36,29084979070,10.872,3.779,41.09,"Unleaded Regular",Bronx,NY,0,1,0,0,1,0,0
2024-06-18,13:11:00,NY36,29101495070,25.421,4.799,122,"Unleaded Super","New York",NY,0,1,0,0,0,1,1
2024-06-19,19:59:00,NY36,29115962720,65.804,4.558,300,"Unleaded Super",Bronx,NY,0,1,0,0,1,1,1
2024-06-19,22:05:00,NY36,29115962710,11.055,4.559,50.4,"Unleaded Super",Bronx,NY,0,1,0,0,1,0,1
2024-06-19,22:07:00,NY36,29115962700,3.31,4.558,15.09,"Unleaded Super",Bronx,NY,0,1,0,0,1,0,1
2024-06-20,16:06:00,NY36,29131375370,13.168,4.558,60.03,"Unleaded Super",Bronx,NY,0,1,0,0,1,0,1
2024-06-20,19:54:00,NY36,29131004980,57.287,4.439,254.3,"Unleaded Super",Bronx,NY,0,1,0,0,1,1,1
2024-06-21,14:34:00,NY36,29140534000,11.07,4.979,55.14,"Unleaded Super",Thornwood,NY,0,0,0,0,0,0,1
2024-07-23,11:35:00,NY37,29515509330,14.305,4.898,70.08,"Unleaded Plus","Mount Kisco",NY,0,0,0,0,0,0,1
2024-06-13,14:35:00,NY38,29033331280,28.44,4.199,119.42,"Unleaded Regular","Mount Kisco",NY,0,0,0,0,0,1,0
2024-08-02,14:20:00,NY38,29650274880,28.024,3.959,110.95,"Unleaded Regular",Carmel,NY,0,0,0,0,0,1,0
2024-07-29,10:24:00,NY38,29589351440,25.422,4.098,104.2,"Unleaded Regular","North Salem",NY,0,0,0,0,0,1,0
2024-07-25,12:42:00,NY38,29553661450,27.67,3.959,109.57,"Unleaded Regular",Carmel,NY,0,0,0,0,0,1,0
2024-06-24,14:12:00,NY38,29164041580,26.894,3.958,106.47,"Unleaded Regular",Carmel,NY,0,0,0,0,0,1,0
2024-07-06,14:26:00,NY38,29312571970,24.368,3.759,91.6,"Unleaded Regular",Carmel,NY,0,0,1,0,0,0,0
2024-07-11,09:27:00,NY38,29369571770,28.341,4.299,121.84,"Unleaded Regular","Mount Kisco",NY,0,0,0,0,0,1,0
2024-07-18,17:00:00,NY38,29463019630,23.663,3.958,93.68,"Unleaded Regular",Carmel,NY,0,0,0,0,1,0,0
2024-06-07,08:16:00,NY39,28970347430,12.183,4.319,52.62,"Unleaded Super",Bronx,NY,0,1,0,0,0,0,1
2024-06-06,16:14:00,NY4,28954994400,17.3,3.998,69.18,"Unleaded Regular",Yonkers,NY,0,1,0,0,1,0,0
2024-08-06,08:28:00,NY4,29701236520,18.888,3.998,75.53,"Unleaded Regular",Yonkers,NY,0,1,0,0,0,0,0
2024-07-26,08:21:00,NY4,29572477890,17.644,3.999,70.56,"Unleaded Regular",Yonkers,NY,0,1,0,0,0,0,0
2024-06-26,15:45:00,NY4,29207986200,17.454,3.599,62.82,"Unleaded Regular",Yonkers,NY,0,1,0,0,0,0,0
2024-06-19,15:46:00,NY4,29133112700,18.584,3.659,68,"Unleaded Regular",Yonkers,NY,0,1,0,0,0,0,0
2024-06-13,11:36:00,NY40,29033331540,11.606,4.799,55.7,"Unleaded Plus",Nyack,NY,0,0,0,0,0,0,1
2024-06-17,10:50:00,NY40,29081533130,18.94,4.199,79.55,"Unleaded Plus","Yorktown Hts",NY,0,0,0,0,0,0,1
2024-07-24,05:51:00,NY40,29531069750,13.091,3.499,45.81,"Unleaded Regular",Stamford,CT,0,0,0,0,1,0,0
2024-08-07,15:08:00,NY40,29712417730,15.51,4.799,74.44,"Unleaded Super",Thornwood,NY,0,0,0,0,0,0,1
2024-07-10,16:26:00,NY41,29365338420,14.214,3.799,54,"Unleaded Regular","Shrub Oak",NY,0,0,0,0,1,0,0
2024-08-13,16:03:00,NY41,29790287750,11.354,3.699,42,"Unleaded Regular","Shrub Oak",NY,0,0,0,0,1,0,0
2024-06-13,16:30:00,NY42,29033331320,11.121,4.199,46.7,"Unleaded Regular","Mount Kisco",NY,0,0,0,0,1,0,0
2024-07-08,16:10:00,NY42,29323661970,22.188,4.299,95.39,"Unleaded Regular","Mount Kisco",NY,0,0,0,0,1,0,0
2024-07-18,16:07:00,NY42,29462302240,10.341,4.299,44.46,"Unleaded Regular","Mount Kisco",NY,0,0,0,0,1,0,0
2024-07-18,16:11:00,NY42,29462302250,10.614,4.299,45.63,"Unleaded Regular","Mount Kisco",NY,0,0,0,0,1,0,0
2024-07-26,16:23:00,NY42,29562511080,16.318,4.298,70.15,"Unleaded Regular","Mount Kisco",NY,0,0,0,0,1,0,0
2024-08-08,16:20:00,NY42,29722807890,19.319,4.298,83.05,"Unleaded Regular","Mount Kisco",NY,0,0,0,0,1,0,0
2024-07-08,20:23:00,NY43,29332050430,15.8,4.279,67.61,"Unleaded Plus",Bronx,NY,0,1,0,0,1,0,1
2024-08-04,22:20:00,NY43,29674755760,39.512,4.398,173.81,"Unleaded Super",Bronx,NY,0,1,1,0,1,1,1
2024-07-09,19:29:13,NY43,29342657820,14.29,3.498,50,"Unleaded Regular",Bronx,NY,0,1,0,0,1,0,0
2024-07-10,20:12:00,NY43,29363555250,15.2,4.278,65.04,"Unleaded Plus",Bronx,NY,0,1,0,0,1,0,1
2024-07-11,07:55:43,NY43,29372375330,10.323,4.359,45,"Unleaded Super",Bronx,NY,0,1,0,0,0,0,1
2024-07-14,12:29:00,NY43,29409524380,12.177,4.279,52.11,"Unleaded Plus",Bronx,NY,0,1,1,0,0,0,1
2024-07-15,17:34:00,NY43,29420667750,10.45,4.279,44.72,"Unleaded Plus",Bronx,NY,0,1,0,0,1,0,1
2024-07-15,21:23:00,NY43,29421326730,13.17,3.798,50.03,"Unleaded Regular",Bronx,NY,0,1,0,0,1,0,0
2024-07-15,21:26:00,NY43,29421326740,13.129,4.598,60.38,"Unleaded Super",Bronx,NY,0,1,0,0,1,0,1
2024-07-16,08:02:17,NY43,29429776600,9.176,4.359,40,"Unleaded Super",Bronx,NY,0,1,0,0,0,0,1
2024-07-28,18:39:00,NY43,29584809900,17.39,4.399,76.51,"Unleaded Super",Bronx,NY,0,1,1,0,1,0,1
2024-08-03,16:25:00,NY43,29669319580,18.704,4.199,78.54,"Unleaded Plus",Bronx,NY,0,1,1,0,1,0,1
2024-08-03,15:13:00,NY43,29669319590,29.615,4.198,124.35,"Unleaded Plus",Bronx,NY,0,1,1,0,0,1,1
2024-08-03,00:04:00,NY43,29669319570,16.917,3.799,64.27,"Unleaded Regular",Bronx,NY,0,1,1,0,1,0,0
2024-08-02,23:29:00,NY43,29660148520,51.248,4.599,235.69,"Unleaded Super",Bronx,NY,0,1,0,0,1,1,1
2024-08-02,13:36:00,NY43,29660148510,21.735,4.599,99.96,"Unleaded Super",Bronx,NY,0,1,0,0,0,0,1
2024-08-01,19:51:00,NY43,29643577730,58.014,4.599,266.81,"Unleaded Super",Bronx,NY,0,1,0,0,1,1,1
2024-08-01,18:14:00,NY43,29643577720,30.963,4.599,142.4,"Unleaded Super",Bronx,NY,0,1,0,0,1,1,1
2024-08-01,18:01:00,NY43,29643577710,26.633,3.799,101.18,"Unleaded Regular",Bronx,NY,0,1,0,0,1,1,0
2024-07-31,18:55:00,NY43,29629256670,45.082,4.598,207.33,"Unleaded Super",Bronx,NY,0,1,0,0,1,1,1
2024-07-31,17:55:00,NY43,29629256660,32.67,4.599,150.25,"Unleaded Super",Bronx,NY,0,1,0,0,1,1,1
2024-07-31,15:43:00,NY43,29629256680,55.551,4.599,255.48,"Unleaded Super",Bronx,NY,0,1,0,0,0,1,1
2024-07-30,23:49:00,NY43,29613334370,31.622,4.599,145.43,"Unleaded Super",Bronx,NY,0,1,0,0,1,1,1
2024-07-29,21:51:00,NY43,29597624320,63.775,4.598,293.3,"Unleaded Super",Bronx,NY,0,1,0,0,1,1,1
2024-07-29,13:58:00,NY43,29597624310,33.494,4.599,154.04,"Unleaded Super",Bronx,NY,0,1,0,0,0,1,1
2024-07-16,22:37:00,NY43,29432744060,10.59,4.059,42.99,"Unleaded Plus",Bronx,NY,0,1,0,0,1,0,1
2024-07-28,17:14:00,NY43,29586142450,42.297,4.598,194.52,"Unleaded Super",Bronx,NY,0,1,1,0,1,1,1
2024-07-28,14:49:00,NY43,29586142460,47.182,4.598,216.99,"Unleaded Super",Bronx,NY,0,1,1,0,0,1,1
2024-07-27,16:20:00,NY43,29580738200,61.162,4.598,281.28,"Unleaded Super",Bronx,NY,0,1,1,0,1,1,1
2024-07-27,01:28:00,NY43,29574297180,37.952,4.059,154.05,"Unleaded Super",Hackensack,NJ,1,0,1,0,1,1,1
2024-07-26,21:27:00,NY43,29562476410,13.322,3.398,45.28,"Unleaded Regular",Bronx,NY,0,1,0,0,1,0,0
2024-07-25,20:22:01,NY43,29548272420,12.568,4.058,51.01,"Unleaded Plus",Bronx,NY,0,1,0,0,1,0,1
2024-07-24,15:57:00,NY43,29539677990,12.474,4.279,53.38,"Unleaded Plus",Bronx,NY,0,1,0,0,0,0,1
2024-07-22,16:33:00,NY43,29509361510,14,4.479,62.71,"Unleaded Super",Bronx,NY,0,1,0,0,1,0,1
2024-07-20,12:50:00,NY43,29492810250,16.789,4.619,77.55,"Unleaded Super","E Stroudsburg",PA,1,0,1,0,0,0,1
2024-07-19,08:04:00,NY43,29484275750,10.981,4.578,50.28,"Unleaded Super",Bronx,NY,0,1,0,0,0,0,1
2024-07-18,17:28:00,NY43,29464127330,12.15,4.059,49.34,"Unleaded Plus",Bronx,NY,0,1,0,0,1,0,1
2024-07-17,17:32:00,NY43,29452707140,11.469,3.758,43.11,"Unleaded Regular",Bronx,NY,0,1,0,0,1,0,0
2024-07-17,13:47:00,NY43,29453050890,17.491,3.659,64,"Unleaded Regular",Bronx,NY,0,1,0,0,0,0,0
2024-07-07,17:49:37,NY43,29318447320,15.719,3.498,55,"Unleaded Regular",Bronx,NY,0,1,1,0,1,0,0
2024-07-07,19:25:00,NY43,29324078440,11.4,3.599,41.03,"Unleaded Regular",Bronx,NY,0,1,1,0,1,0,0
2024-06-27,14:18:00,NY43,29210724850,13.16,4.939,65,"Unleaded Super",Thornwood,NY,0,0,0,0,0,0,1
2024-07-01,10:53:44,NY43,29255033150,6.978,4.299,30,"Unleaded Super",Bronx,NY,0,1,0,0,0,0,1
2024-07-02,14:30:00,NY43,29272369920,9.02,4.999,45.11,"Unleaded Super",Thornwood,NY,0,0,0,0,0,0,1
2024-07-02,20:35:32,NY43,29269339680,26.17,4.298,112.5,"Unleaded Super",Bronx,NY,0,1,0,0,1,1,1
2024-07-04,14:41:00,NY43,29300619290,9.47,4.199,39.77,"Unleaded Regular",Scarsdale,NY,0,1,0,1,0,0,0
2024-07-05,19:18:00,NY43,29303028330,12.502,5.599,70,"Unleaded Plus",Bronx,NY,0,1,0,0,1,0,1
2024-07-05,22:01:05,NY43,29313163430,14.75,4.359,64.3,"Unleaded Super",Bronx,NY,0,1,0,0,1,0,1
2024-07-06,23:00:00,NY43,29315822600,24.572,4.599,113.01,"Unleaded Super",Bronx,NY,0,1,1,0,1,1,1
2024-06-06,08:30:00,NY5,28954994410,21.287,3.999,85.13,"Unleaded Regular",Yonkers,NY,0,1,0,0,0,0,0
2024-06-12,08:42:00,NY5,29027478210,20.734,3.999,82.92,"Unleaded Regular",Yonkers,NY,0,1,0,0,0,0,0
2024-06-17,08:53:00,NY5,29076296020,18.042,4.058,73.23,"Unleaded Regular",Yonkers,NY,0,1,0,0,0,0,0
2024-07-25,08:41:00,NY5,29557196410,21.552,3.999,86.19,"Unleaded Regular",Yonkers,NY,0,1,0,0,0,0,0
2024-07-30,08:26:00,NY5,29613272800,21.128,3.998,84.49,"Unleaded Regular",Yonkers,NY,0,1,0,0,0,0,0
2024-08-14,15:58:00,NY5,29799885400,21.57,3.599,77.64,"Unleaded Regular",Yonkers,NY,0,1,0,0,0,0,0
2024-06-30,12:12:00,NY6,29247286140,9.746,3.998,38.97,"Unleaded Regular","Bedford Hills",NY,0,0,1,0,0,0,0
2024-06-29,10:12:00,NY6,29244855210,9.307,4.298,40.01,"Unleaded Regular","Mount Kisco",NY,0,0,1,0,0,0,0
2024-06-27,16:20:00,NY6,29220479240,10.046,4.299,43.19,"Unleaded Regular","Mount Kisco",NY,0,0,0,0,1,0,0
2024-06-18,17:16:00,NY6,29092121160,15.739,3.998,62.94,"Unleaded Regular","Bedford Hills",NY,0,0,0,0,1,0,0
2024-06-17,17:23:00,NY6,29084875920,11.291,4.298,48.54,"Unleaded Regular","Mount Kisco",NY,0,0,0,0,1,0,0
2024-06-23,12:21:00,NY6,29158149740,19.304,4.099,79.13,"Unleaded Regular","Bedford Hills",NY,0,0,1,0,0,0,0
2024-07-25,19:07:00,NY7,29552296440,15.06,3.999,60.23,"Unleaded Regular","Shrub Oak",NY,0,0,0,0,1,0,0
2024-08-15,18:37:00,NY7,29815248750,15.85,3.999,63.41,"Unleaded Regular","Shrub Oak",NY,0,0,0,0,1,0,0
2024-08-04,15:48:00,NY7,29671586740,11.47,4.099,47.02,"Unleaded Regular","Mount Kisco",NY,0,0,1,0,0,0,0
2024-08-01,19:11:00,NY7,29652375570,15.6,3.999,62.41,"Unleaded Regular","Shrub Oak",NY,0,0,0,0,1,0,0
2024-08-01,19:09:00,NY7,29652375550,15.07,3.999,60.27,"Unleaded Regular","Shrub Oak",NY,0,0,0,0,1,0,0
2024-07-31,16:17:00,NY7,29628995100,11.723,4.299,50.4,"Unleaded Regular","Mount Kisco",NY,0,0,0,0,1,0,0
2024-07-20,14:07:00,NY7,29492993250,17.674,4.298,75.98,"Unleaded Regular","Mount Kisco",NY,0,0,1,0,0,0,0
2024-07-11,18:30:00,NY7,29379096430,13.861,3.859,53.49,"Unleaded Regular","Jefferson Valley",NY,0,0,0,0,1,0,0
2024-07-06,13:31:00,NY7,29315790990,7.839,4.299,33.7,"Unleaded Regular","Mount Kisco",NY,0,0,1,0,0,0,0
2024-07-03,20:14:00,NY7,29292134870,5.133,4.299,22.07,"Unleaded Regular","Mount Kisco",NY,0,0,0,0,1,0,0
2024-07-02,16:49:00,NY7,29266994320,19.494,4.179,81.47,"Unleaded Regular","White Plains",NY,0,0,0,0,1,0,0
2024-06-24,19:03:00,NY7,29163444650,7.813,4.199,32.81,"Unleaded Regular","Mount Kisco",NY,0,0,0,0,1,0,0
2024-06-15,18:12:00,NY7,29068066390,16.524,3.599,59.47,"Unleaded Regular",Danbury,CT,0,0,1,0,1,0,0
2024-07-12,11:01:00,NY8,29385380890,24.064,4.298,103.45,"Unleaded Regular","Mount Kisco",NY,0,0,0,0,0,1,0
2024-07-19,13:37:00,NY8,29474869830,32.694,4.298,140.55,"Unleaded Regular","Mount Kisco",NY,0,0,0,0,0,1,0
2024-08-08,10:46:00,NY8,29728714180,22.73,4.399,100,"Unleaded Plus",Thornwood,NY,0,0,0,0,0,0,1
2024-06-27,09:27:00,NY9,29223883740,15.009,3.599,54.02,"Unleaded Regular",Yonkers,NY,0,1,0,0,0,0,0
2024-06-27,09:27:00,NY9,29223883750,9.952,3.599,35.82,"Unleaded Regular",Yonkers,NY,0,1,0,0,0,0,0
