"Transaction Date","Transaction Time","Post Date","Account Number","Card Number","Trans ID",Units,"Unit of Measure","Unit Cost","Total Fuel Cost","Total Non-Fuel Cost","Gross Cost","Net Cost","Reported Tax",Product,"Product Description","Merchant (Brand)","Merchant Name","Merchant Address","Merchant City","Merchant State / Province","Merchant Postal Code",VIN,"Tank Capacity","Driver Last Name",Hub,"Outside of Home States","Outside of Service Area",Weekend,Holiday,"Irregular Hours","Purchase > $100","Not Unleaded Regular"
2024-07-18,10:50:00,2024-07-22,REDACTED,NY14,29462304120,11.061,GA,3.879,42.91,0,42.91,42.91,-7.35,UNL,"Unleaded Regular",REDACTED,REDACTED,"19 Marble Ave",Thornwood,NY,10594,NY14,NULL,NY14,NY,0,0,0,0,0,0,0
2024-07-24,09:08:00,2024-07-26,REDACTED,NY14,29539164510,15.63,GA,3.749,58.6,0,58.6,58.6,-10.33,UNL,"Unleaded Regular",REDACTED,REDACTED,Hastings-On-Hudso,"Hastings On Hudson",NY,10706,NY14,NULL,NY14,NY,0,0,0,0,0,0,0
2024-07-26,10:28:00,2024-07-30,REDACTED,NY14,29562511050,0.028,GA,4.285,0.12,0,0.12,0.12,-0.01,UNL,"Unleaded Regular",REDACTED,REDACTED,"680 E Main St","Mount Kisco",NY,10549,NY14,NULL,NY14,NY,0,0,0,0,0,0,0
2024-07-26,10:32:00,2024-07-30,REDACTED,NY14,29562511060,12.108,GA,4.298,52.05,0,52.05,52.05,-8.26,UNL,"Unleaded Regular",REDACTED,REDACTED,"680 E Main St","Mount Kisco",NY,10549,NY14,NULL,NY14,NY,0,0,0,0,0,0,0
2024-08-01,10:45:00,2024-08-06,REDACTED,NY14,29652793790,14.08,GA,3.799,53.51,0,53.51,53.51,-9.36,UNL,"Unleaded Regular",REDACTED,REDACTED,"635 Marble Ave",Thornwood,NY,10594,NY14,NULL,NY14,NY,0,0,0,0,0,0,0
2024-08-08,08:44:00,2024-08-12,REDACTED,NY14,29731919200,14.341,GA,3.729,53.48,0,53.48,53.48,-9.47,UNL,"Unleaded Regular",REDACTED,REDACTED,Hastings-On-Hudso,"Hastings On Hudson",NY,10706,NY14,NULL,NY14,NY,0,0,0,0,0,0,0
2024-08-13,08:42:00,2024-08-15,REDACTED,NY14,29787925590,14.99,GA,3.719,55.75,0,55.75,55.75,-9.89,UNL,"Unleaded Regular",REDACTED,REDACTED,Hastings-On-Hudso,"Hastings On Hudson",NY,10706,NY14,NULL,NY14,NY,0,0,0,0,0,0,0
2024-08-15,12:02:00,2024-08-19,REDACTED,NY14,29815919930,13.18,GA,4.099,54.02,0,54.02,54.02,-8.88,UNL,"Unleaded Regular",REDACTED,REDACTED,"9 Haines Rd","Bedford Hills",NY,10507-1210,NY14,NULL,NY14,NY,0,0,0,0,0,0,0
2024-06-10,08:00:00,2024-06-12,REDACTED,NY15,28987728930,21.274,GA,3.899,82.95,0,82.95,82.95,-14.18,UNL,"Unleaded Regular",REDACTED,REDACTED,"201 Saw Mill River Rd R",Millwood,NY,10546-1106,NY15,NULL,NY15,NY,0,0,0,0,0,0,0
2024-06-11,11:43:00,2024-06-13,REDACTED,NY15,29002385320,11.703,GA,4.198,49.14,0,49.14,49.14,-7.94,UNL,"Unleaded Regular",REDACTED,REDACTED,"680 E Main St","Mount Kisco",NY,10549,NY15,NULL,NY15,NY,0,0,0,0,0,0,0
2024-06-12,14:58:00,2024-06-14,REDACTED,NY15,29027271060,9.202,GA,4.199,38.64,0,38.64,38.64,-6.25,UNL,"Unleaded Regular",REDACTED,REDACTED,"540 E Main St","Mount Kisco",NY,10549,NY15,NULL,NY15,NY,0,0,0,0,0,0,0
2024-06-13,08:51:00,2024-06-17,REDACTED,NY15,29044784140,8.668,GA,3.799,32.93,0,32.93,32.93,-5.75,UNL,"Unleaded Regular",REDACTED,REDACTED,"2001 Commerce St","Yorktown Heights",NY,10598,NY15,NULL,NY15,NY,0,0,0,0,0,0,0
2024-06-14,14:21:00,2024-06-18,REDACTED,NY15,29049047870,8.681,GA,4.198,36.45,0,36.45,36.45,-5.89,UNL,"Unleaded Regular",REDACTED,REDACTED,"680 E Main St","Mount Kisco",NY,10549,NY15,NULL,NY15,NY,0,0,0,0,0,0,0
2024-06-21,10:41:00,2024-06-25,REDACTED,NY15,29137317550,11.36,GA,4.198,47.7,0,47.7,47.7,-7.72,UNL,"Unleaded Regular",REDACTED,REDACTED,"680 E Main St","Mount Kisco",NY,10549,NY15,NULL,NY15,NY,0,0,0,0,0,0,0
2024-06-25,07:32:00,2024-06-27,REDACTED,NY15,29188297140,9.946,GA,3.759,37.39,0,37.39,37.39,-6.58,UNL,"Unleaded Regular",REDACTED,REDACTED,"2071 E Main St","Cortlandt Manor",NY,10567-2618,NY15,NULL,NY15,NY,0,0,0,0,0,0,0
2024-06-27,08:46:00,2024-07-01,REDACTED,NY15,29222020540,13.054,GA,3.739,48.81,0,48.81,48.81,-8.62,UNL,"Unleaded Regular",REDACTED,REDACTED,"2001 Commerce St","Yorktown Heights",NY,10598,NY15,NULL,NY15,NY,0,0,0,0,0,0,0
2024-06-28,14:24:00,2024-07-02,REDACTED,NY15,29235868670,6.267,GA,4.199,26.32,0,26.32,26.32,-4.25,UNL,"Unleaded Regular",REDACTED,REDACTED,"540 E Main St","Mount Kisco",NY,10549,NY15,NULL,NY15,NY,0,0,0,0,0,0,0
2024-06-28,14:26:00,2024-07-02,REDACTED,NY15,29235868660,3.275,GA,4.198,13.75,0,13.75,13.75,-2.22,UNL,"Unleaded Regular",REDACTED,REDACTED,"540 E Main St","Mount Kisco",NY,10549,NY15,NULL,NY15,NY,0,0,0,0,0,0,0
2024-07-01,08:36:00,2024-07-03,REDACTED,NY15,29262807760,9.671,GA,3.739,36.16,0,36.16,36.16,-6.38,UNL,"Unleaded Regular",REDACTED,REDACTED,"2001 Commerce St","Yorktown Heights",NY,10598,NY15,NULL,NY15,NY,0,0,0,0,0,0,0
2024-07-03,08:40:00,2024-07-05,REDACTED,NY15,29293457860,8.494,GA,3.739,31.76,0,31.76,31.76,-5.61,UNL,"Unleaded Regular",REDACTED,REDACTED,"2001 Commerce St","Yorktown Heights",NY,10598,NY15,NULL,NY15,NY,0,0,0,0,0,0,0
2024-07-03,14:04:00,2024-07-05,REDACTED,NY15,29291988910,5.941,GA,4.298,25.54,0,25.54,25.54,-4.06,UNL,"Unleaded Regular",REDACTED,REDACTED,"540 E Main St","Mount Kisco",NY,10549,NY15,NULL,NY15,NY,0,0,0,0,0,0,0
2024-07-09,14:22:00,2024-07-11,REDACTED,NY15,29337937760,8.08,GA,3.978,32.15,0,32.15,32.15,-5.42,UNL,"Unleaded Regular",REDACTED,REDACTED,"208 Saw Mill River Rd R",Millwood,NY,10546,NY15,NULL,NY15,NY,0,0,0,0,0,0,0
2024-07-11,14:09:00,2024-07-15,REDACTED,NY15,29379525330,7.332,GA,4.298,31.52,0,31.52,31.52,-5,UNL,"Unleaded Regular",REDACTED,REDACTED,"540 E Main St","Mount Kisco",NY,10549,NY15,NULL,NY15,NY,0,0,0,0,0,0,0
2024-07-12,07:31:00,2024-07-16,REDACTED,NY15,29395811720,9.55,GA,3.739,35.71,0,35.71,35.71,-6.3,UNL,"Unleaded Regular",REDACTED,REDACTED,"2001 Commerce St","Yorktown Heights",NY,10598,NY15,NULL,NY15,NY,0,0,0,0,0,0,0
2024-07-16,14:12:00,2024-07-18,REDACTED,NY15,29436777020,6.037,GA,4.298,25.95,0,25.95,25.95,-4.11,UNL,"Unleaded Regular",REDACTED,REDACTED,"540 E Main St","Mount Kisco",NY,10549,NY15,NULL,NY15,NY,0,0,0,0,0,0,0
2024-07-17,13:28:00,2024-07-19,REDACTED,NY15,29442940960,13.442,GA,4.299,57.79,0,57.79,57.79,-9.19,UNL,"Unleaded Regular",REDACTED,REDACTED,"680 E Main St","Mount Kisco",NY,10549,NY15,NULL,NY15,NY,0,0,0,0,0,0,0
2024-07-22,07:07:00,2024-07-24,REDACTED,NY15,29506517090,12.56,GA,3.999,50.24,0,50.24,50.24,-8.41,UNL,"Unleaded Regular",REDACTED,REDACTED,"3411 Danbury Rd",Brewster,NY,10509-4513,NY15,NULL,NY15,NY,0,0,0,0,0,0,0
2024-07-23,14:28:00,2024-07-25,REDACTED,NY15,29521849050,10.06,GA,3.999,40.25,0,40.25,40.25,-6.74,UNL,"Unleaded Regular",REDACTED,REDACTED,"3411 Danbury Rd",Brewster,NY,10509-4513,NY15,NULL,NY15,NY,0,0,0,0,0,0,0
2024-07-25,14:15:00,2024-07-29,REDACTED,NY15,29556990790,6.07,GA,4.298,26.09,0,26.09,26.09,-4.15,UNL,"Unleaded Regular",REDACTED,REDACTED,"540 E Main St","Mount Kisco",NY,10549,NY15,NULL,NY15,NY,0,0,0,0,0,0,0
2024-07-26,12:22:00,2024-07-30,REDACTED,NY15,29563229410,19.077,GA,4.198,80.1,0,80.1,80.1,-12.95,UNL,"Unleaded Regular",REDACTED,REDACTED,"2 Fields Ln","North Salem",NY,10560-1000,NY15,NULL,NY15,NY,0,0,0,0,0,0,0
2024-07-30,14:13:00,2024-08-01,REDACTED,NY15,29603800340,7.09,GA,4.299,30.48,0,30.48,30.48,-4.85,UNL,"Unleaded Regular",REDACTED,REDACTED,"680 E Main St","Mount Kisco",NY,10549,NY15,NULL,NY15,NY,0,0,0,0,0,0,0
2024-07-31,08:26:00,2024-08-02,REDACTED,NY15,29630603480,11.216,GA,3.739,41.94,0,41.94,41.94,-7.41,UNL,"Unleaded Regular",REDACTED,REDACTED,"2001 Commerce St","Yorktown Heights",NY,10598,NY15,NULL,NY15,NY,0,0,0,0,0,0,0
2024-08-01,14:41:00,2024-08-05,REDACTED,NY15,29635951080,12.502,GA,3.999,50,0,50,50,-8.38,UNL,"Unleaded Regular",REDACTED,REDACTED,"201 Saw Mill River Rd R",Millwood,NY,10546-1106,NY15,NULL,NY15,NY,0,0,0,0,0,0,0
2024-08-06,07:44:00,2024-08-08,REDACTED,NY15,29702679910,14.437,GA,3.739,53.98,0,53.98,53.98,-9.53,UNL,"Unleaded Regular",REDACTED,REDACTED,"2001 Commerce St","Yorktown Heights",NY,10598,NY15,NULL,NY15,NY,0,0,0,0,0,0,0
2024-08-06,14:13:00,2024-08-08,REDACTED,NY15,29691337820,8.01,GA,4.298,34.43,0,34.43,34.43,-5.47,UNL,"Unleaded Regular",REDACTED,REDACTED,"680 E Main St","Mount Kisco",NY,10549,NY15,NULL,NY15,NY,0,0,0,0,0,0,0
2024-08-08,07:49:00,2024-08-12,REDACTED,NY15,29734066300,9.866,GA,3.739,36.89,0,36.89,36.89,-6.53,UNL,"Unleaded Regular",REDACTED,REDACTED,"2001 Commerce St","Yorktown Heights",NY,10598,NY15,NULL,NY15,NY,0,0,0,0,0,0,0
2024-08-13,08:24:00,2024-08-15,REDACTED,NY15,29790185470,13.602,GA,3.739,50.86,0,50.86,50.86,-8.99,UNL,"Unleaded Regular",REDACTED,REDACTED,"2001 Commerce St","Yorktown Heights",NY,10598,NY15,NULL,NY15,NY,0,0,0,0,0,0,0
2024-06-07,15:19:00,2024-06-11,REDACTED,CT16,28960696560,9.479,GA,3.539,33.55,0,33.55,33.55,-4.1,UNL,"Unleaded Regular",REDACTED,REDACTED,"31 North Ave",Norwalk,CT,6851,CT16,NULL,CT16,CT,0,0,0,0,0,0,0
2024-06-14,15:29:00,2024-06-18,REDACTED,CT16,29049178820,10.772,GA,3.538,38.12,0,38.12,38.12,-4.66,UNL,"Unleaded Regular",REDACTED,REDACTED,"31 North Ave",Norwalk,CT,6851,CT16,NULL,CT16,CT,0,0,0,0,0,0,0
2024-06-27,08:53:00,2024-07-01,REDACTED,CT16,29214392540,11.466,GA,3.539,40.58,0,40.58,40.58,-4.97,UNL,"Unleaded Regular",REDACTED,REDACTED,"31 North Ave",Norwalk,CT,6851,CT16,NULL,CT16,CT,0,0,0,0,0,0,0
2024-07-08,08:56:00,2024-07-10,REDACTED,CT16,29323759090,11.577,GA,3.599,41.67,0,41.67,41.67,-5.01,UNL,"Unleaded Regular",REDACTED,REDACTED,"31 North Ave",Norwalk,CT,6851,CT16,NULL,CT16,CT,0,0,0,0,0,0,0
2024-07-15,12:02:00,2024-07-17,REDACTED,CT16,29416936600,8.4,GA,3.599,30.24,0,30.24,30.24,-3.64,UNL,"Unleaded Regular",REDACTED,REDACTED,"391 Westport Ave",Norwalk,CT,06851-4410,CT16,NULL,CT16,CT,0,0,0,0,0,0,0
2024-07-19,12:20:00,2024-07-23,REDACTED,CT16,29475011620,10.164,GA,3.558,36.17,0,36.17,36.17,-4.4,UNL,"Unleaded Regular",REDACTED,REDACTED,"31 North Ave",Norwalk,CT,6851,CT16,NULL,CT16,CT,0,0,0,0,0,0,0
2024-08-05,08:35:00,2024-08-07,REDACTED,CT16,29677519010,10.298,GA,3.458,35.62,0,35.62,35.62,-4.45,UNL,"Unleaded Regular",REDACTED,REDACTED,"31 North Ave",Norwalk,CT,6851,CT16,NULL,CT16,CT,0,0,0,0,0,0,0
2024-08-13,08:40:00,2024-08-15,REDACTED,CT16,29778923770,11.115,GA,3.359,37.34,0,37.34,37.34,-4.81,UNL,"Unleaded Regular",REDACTED,REDACTED,"31 North Ave",Norwalk,CT,6851,CT16,NULL,CT16,CT,0,0,0,0,0,0,0
2024-06-27,10:45:00,2024-07-01,REDACTED,CT17,29220582660,31.421,GA,3.399,106.8,0,106.8,106.8,-13.61,UNL,"Unleaded Regular",REDACTED,REDACTED,"82 Stony Hill Rd",Bethel,CT,06801-3037,CT17,NULL,CT17,CT,0,0,0,0,0,1,0
2024-07-10,10:16:00,2024-07-12,REDACTED,CT17,29363457100,28.778,GA,3.458,99.54,0,99.54,99.54,-12.46,UNL,"Unleaded Regular",REDACTED,REDACTED,"82 Stony Hill Rd",Bethel,CT,06801-3037,CT17,NULL,CT17,CT,0,0,0,0,0,0,0
2024-07-25,11:44:00,2024-07-29,REDACTED,CT17,29556811040,31.851,GA,3.398,108.26,0,108.26,108.26,-13.79,UNL,"Unleaded Regular",REDACTED,REDACTED,"82 Stony Hill Rd",Bethel,CT,06801-3037,CT17,NULL,CT17,CT,0,0,0,0,0,1,0
2024-08-05,15:08:31,2024-08-07,REDACTED,CT17,29689839620,23.527,GA,3.299,77.62,0,77.62,77.62,-10.19,UNL,"Unleaded Regular",REDACTED,REDACTED,"67 Church Hill Rd","Sandy Hook",CT,06482-1162,CT17,NULL,CT17,CT,0,0,0,0,0,0,0
2024-08-14,16:18:00,2024-08-16,REDACTED,CT17,29804091070,15.014,GA,3.338,50.13,0,50.13,50.13,-6.5,UNL,"Unleaded Regular",REDACTED,REDACTED,"82 Stony Hill Rd",Bethel,CT,06801-3037,CT17,NULL,CT17,CT,0,0,0,0,0,0,0
2024-06-11,15:30:00,2024-06-13,REDACTED,CT18,29011275710,17.151,GA,3.498,60.01,0,60.01,60.01,-7.43,UNL,"Unleaded Regular",REDACTED,REDACTED,"201 N Stret",Bristol,CT,6010,CT18,NULL,CT18,CT,0,0,0,0,0,0,0
2024-06-17,12:17:00,2024-06-19,REDACTED,CT18,29076515460,14.539,GA,3.439,50,0,50,50,-6.29,UNL,"Unleaded Regular",REDACTED,REDACTED,"180 Riverside Ave",Bristol,CT,06010-6318,CT18,NULL,CT18,CT,0,0,0,0,0,0,0
2024-06-23,17:00:53,2024-06-25,REDACTED,CT18,29161977910,16.29,GA,3.499,57,0,57,57,-7.05,UNL,"Unleaded Regular",REDACTED,REDACTED,"570 Meriden Rd",Waterbury,CT,6705,CT18,NULL,CT18,CT,0,0,1,0,0,0,0
2024-06-29,10:31:00,2024-07-02,REDACTED,CT18,29245137160,16.965,GA,3.599,61.06,0,61.06,61.06,-7.34,UNL,"Unleaded Regular",REDACTED,REDACTED,"105 West St",Bristol,CT,6010,CT18,NULL,CT18,CT,0,0,1,0,0,0,0
2024-07-06,18:53:00,2024-07-09,REDACTED,CT18,29312937830,14.372,GA,3.478,50,0,50,50,-6.22,UNL,"Unleaded Regular",REDACTED,REDACTED,"180 Riverside Ave",Bristol,CT,06010-6318,CT18,NULL,CT18,CT,0,0,1,0,1,0,0
2024-07-15,11:53:00,2024-07-17,REDACTED,CT18,29413336830,18.539,GA,3.398,63.01,0,63.01,63.01,-8.02,UNL,"Unleaded Regular",REDACTED,REDACTED,"115 School St",Bristol,CT,06010-6042,CT18,NULL,CT18,CT,0,0,0,0,0,0,0
2024-07-22,08:25:00,2024-07-24,REDACTED,CT18,29502170570,15.949,GA,3.368,53.73,0,53.73,53.73,-6.91,UNL,"Unleaded Regular",REDACTED,REDACTED,"115 School St",Bristol,CT,06010-6042,CT18,NULL,CT18,CT,0,0,0,0,0,0,0
2024-07-29,16:04:00,2024-07-31,REDACTED,CT18,29599827500,17.334,GA,3.519,61,0,61,61,-7.5,UNL,"Unleaded Regular",REDACTED,REDACTED,"1053 Farmington Ave",Bristol,CT,6010,CT18,NULL,CT18,CT,0,0,0,0,0,0,0
2024-08-04,15:38:45,2024-08-06,REDACTED,CT18,29676069740,15.363,GA,4.199,64.51,0,64.51,64.51,-6.65,SUP,"Unleaded Super",REDACTED,REDACTED,"570 Meriden Rd",Waterbury,CT,6705,CT18,NULL,CT18,CT,0,0,1,0,0,0,1
2024-08-11,10:16:00,2024-08-13,REDACTED,CT18,29762037940,17.776,GA,3.319,59,0,59,59,-7.69,UNL,"Unleaded Regular",REDACTED,REDACTED,"105 West St",Bristol,CT,6010,CT18,NULL,CT18,CT,0,0,1,0,0,0,0
2024-07-11,10:48:00,2024-07-15,REDACTED,CT19,29369711360,29.876,GA,3.499,104.54,0,104.54,104.54,-12.94,UNL,"Unleaded Regular",REDACTED,REDACTED,"54 Padanaram Rd",Danbury,CT,06811-3731,CT19,NULL,CT19,CT,0,0,0,0,0,1,0
2024-06-17,09:18:00,2024-06-19,REDACTED,CT20,29080830950,28.15,GA,3.539,99.63,0,99.63,99.63,-12.19,UNL,"Unleaded Regular",REDACTED,REDACTED,"203 Greenwood Ave",Bethel,CT,6801,CT20,NULL,CT20,CT,0,0,0,0,0,0,0
2024-06-26,15:16:00,2024-06-28,REDACTED,CT20,29206242790,30.645,GA,3.299,101.1,0,101.1,101.1,-13.27,UNL,"Unleaded Regular",REDACTED,REDACTED,"110 Newtown Rd",Danbury,CT,6810,CT20,NULL,CT20,CT,0,0,0,0,0,1,0
2024-07-23,10:04:02,2024-07-24,REDACTED,CT20,29513585170,29.317,GA,3.369,98.77,0,98.77,98.77,-12.7,UNL,"Unleaded Regular",REDACTED,REDACTED,"77 Greenwood Ave",Bethel,CT,6801,CT20,NULL,CT20,CT,0,0,0,0,0,0,0
2024-07-31,10:06:00,2024-08-02,REDACTED,CT20,29625040260,15.38,GA,3.499,53.84,0,53.84,53.84,-6.66,UNL,"Unleaded Regular",REDACTED,REDACTED,"203 Greenwood Ave",Bethel,CT,6801,CT20,NULL,CT20,CT,0,0,0,0,0,0,0
2024-06-06,13:13:00,2024-06-10,REDACTED,CT21,28955665890,16.225,GA,3.399,55.15,0,55.15,55.15,-7.03,UNL,"Unleaded Regular",REDACTED,REDACTED,"802 West St",Southington,CT,6489,CT21,NULL,CT21,CT,0,0,0,0,0,0,0
2024-06-10,16:13:00,2024-06-12,REDACTED,CT21,28996177590,12.998,GA,3.478,45.22,0,45.22,45.22,-5.63,UNL,"Unleaded Regular",REDACTED,REDACTED,"89 Stafford Ave",Bristol,CT,6010,CT21,NULL,CT21,CT,0,0,0,0,0,0,0
2024-06-13,10:11:36,2024-06-17,REDACTED,CT21,29042380200,13.776,GA,3.659,50.41,0,50.41,50.41,-5.96,UNL,"Unleaded Regular",REDACTED,REDACTED,"352 Scott Swamp Rd",Farmington,CT,6032,CT21,NULL,CT21,CT,0,0,0,0,0,0,0
2024-06-15,14:29:00,2024-06-18,REDACTED,CT21,29067423880,17.246,GA,3.479,60,0,60,60,-7.47,UNL,"Unleaded Regular",REDACTED,REDACTED,"89 Stafford Ave",Bristol,CT,6010,CT21,NULL,CT21,CT,0,0,1,0,0,0,0
2024-06-18,17:44:00,2024-06-20,REDACTED,CT21,29100096880,18.295,GA,3.639,66.58,0,66.58,66.58,-7.92,UNL,"Unleaded Regular",REDACTED,REDACTED,"519 Washington A",Middletown,CT,6457,CT21,NULL,CT21,CT,0,0,0,0,0,0,0
2024-06-21,15:57:00,2024-06-25,REDACTED,CT21,29148839000,11.497,GA,3.479,40,0,40,40,-4.97,UNL,"Unleaded Regular",REDACTED,REDACTED,"1053 Farmington Ave",Bristol,CT,6010,CT21,NULL,CT21,CT,0,0,0,0,0,0,0
2024-06-23,18:02:00,2024-06-25,REDACTED,CT21,29157980870,16.804,GA,3.659,61.49,0,61.49,61.49,-7.28,UNL,"Unleaded Regular",REDACTED,REDACTED,"1 Thomaston Rd",Morris,CT,06763-1911,CT21,NULL,CT21,CT,0,0,1,0,1,0,0
2024-06-27,09:41:04,2024-07-01,REDACTED,CT21,29215608080,17.846,GA,3.479,62.09,0,62.09,62.09,-7.73,UNL,"Unleaded Regular",REDACTED,REDACTED,"291 Spielman Hwy",Burlington,CT,06013-1745,CT21,NULL,CT21,CT,0,0,0,0,0,0,0
2024-06-30,10:59:22,2024-07-02,REDACTED,CT21,29250006220,15.974,GA,3.569,57.01,0,57.01,57.01,-6.91,UNL,"Unleaded Regular",REDACTED,REDACTED,"352 Scott Swamp Rd",Farmington,CT,6032,CT21,NULL,CT21,CT,0,0,1,0,0,0,0
2024-07-03,20:15:00,2024-07-05,REDACTED,CT21,29291706270,11.526,GA,3.549,40.91,0,40.91,40.91,-4.99,UNL,"Unleaded Regular",REDACTED,REDACTED,"510 Farmington Ave",Bristol,CT,6010,CT21,NULL,CT21,CT,0,0,0,0,1,0,0
2024-07-07,13:06:30,2024-07-09,REDACTED,CT21,29320645790,10.814,GA,3.699,40,0,40,40,-4.68,UNL,"Unleaded Regular",REDACTED,REDACTED,"352 Scott Swamp Rd",Farmington,CT,6032,CT21,NULL,CT21,CT,0,0,1,0,0,0,0
2024-07-08,20:18:00,2024-07-10,REDACTED,CT21,29327905280,16.92,GA,3.659,61.93,0,61.93,61.93,-7.33,UNL,"Unleaded Regular",REDACTED,REDACTED,"1462 Farmington Ave",Bristol,CT,6010,CT21,NULL,CT21,CT,0,0,0,0,1,0,0
2024-07-12,18:10:40,2024-07-16,REDACTED,CT21,29393640380,10.814,GA,3.699,40,0,40,40,-4.68,UNL,"Unleaded Regular",REDACTED,REDACTED,"352 Scott Swamp Rd",Farmington,CT,6032,CT21,NULL,CT21,CT,0,0,0,0,1,0,0
2024-07-15,16:53:30,2024-07-17,REDACTED,CT21,29420259320,10.814,GA,3.699,40,0,40,40,-4.68,UNL,"Unleaded Regular",REDACTED,REDACTED,"352 Scott Swamp Rd",Farmington,CT,6032,CT21,NULL,CT21,CT,0,0,0,0,0,0,0
2024-07-17,18:24:28,2024-07-19,REDACTED,CT21,29452186590,13.517,GA,3.699,50,0,50,50,-5.85,UNL,"Unleaded Regular",REDACTED,REDACTED,"352 Scott Swamp Rd",Farmington,CT,6032,CT21,NULL,CT21,CT,0,0,0,0,1,0,0
2024-07-21,11:21:18,2024-07-23,REDACTED,CT21,29498155610,17.386,GA,3.699,64.31,0,64.31,64.31,-7.53,UNL,"Unleaded Regular",REDACTED,REDACTED,"352 Scott Swamp Rd",Farmington,CT,6032,CT21,NULL,CT21,CT,0,0,1,0,0,0,0
2024-07-24,18:04:00,2024-07-26,REDACTED,CT21,29531666550,17.499,GA,3.679,64.38,0,64.38,64.38,-7.57,UNL,"Unleaded Regular",REDACTED,REDACTED,"682 Queen St",Southington,CT,6489,CT21,NULL,CT21,CT,0,0,0,0,1,0,0
2024-07-27,10:31:56,2024-07-30,REDACTED,CT21,29580325650,14.374,GA,3.559,51.16,0,51.16,51.16,-6.22,UNL,"Unleaded Regular",REDACTED,REDACTED,"352 Scott Swamp Rd",Farmington,CT,6032,CT21,NULL,CT21,CT,0,0,1,0,0,0,0
2024-07-29,22:35:00,2024-07-31,REDACTED,CT21,29597648160,11.497,GA,3.479,40,0,40,40,-4.97,UNL,"Unleaded Regular",REDACTED,REDACTED,"89 Stafford Ave",Bristol,CT,6010,CT21,NULL,CT21,CT,0,0,0,0,1,0,0
2024-08-02,10:02:27,2024-08-06,REDACTED,CT21,29650722490,12.872,GA,3.519,45.3,0,45.3,45.3,-5.58,UNL,"Unleaded Regular",REDACTED,REDACTED,"352 Scott Swamp Rd",Farmington,CT,6032,CT21,NULL,CT21,CT,0,0,0,0,0,0,0
2024-08-05,15:28:00,2024-08-07,REDACTED,CT21,29686027760,3.925,GA,3.48,13.66,0,13.66,13.66,-1.7,UNL,"Unleaded Regular",REDACTED,REDACTED,"89 Stafford Ave",Bristol,CT,6010,CT21,NULL,CT21,CT,0,0,0,0,0,0,0
2024-08-05,17:14:00,2024-08-07,REDACTED,CT21,29686027770,12.072,GA,3.479,42,0,42,42,-5.23,UNL,"Unleaded Regular",REDACTED,REDACTED,"89 Stafford Ave",Bristol,CT,6010,CT21,NULL,CT21,CT,0,0,0,0,0,0,0
2024-08-09,14:36:30,2024-08-13,REDACTED,CT21,29746194650,16.544,GA,3.499,57.89,0,57.89,57.89,-7.17,UNL,"Unleaded Regular",REDACTED,REDACTED,"352 Scott Swamp Rd",Farmington,CT,6032,CT21,NULL,CT21,CT,0,0,0,0,0,0,0
2024-08-13,17:03:00,2024-08-15,REDACTED,CT21,29783844590,16.98,GA,3.399,57.75,0,57.75,57.75,-7.36,UNL,"Unleaded Regular",REDACTED,REDACTED,"1462 Farmington Ave",Bristol,CT,6010,CT21,NULL,CT21,CT,0,0,0,0,0,0,0
2024-06-06,16:17:00,2024-06-10,REDACTED,NY16,28956930970,17.072,GA,3.539,60.42,0,60.42,60.42,-11.15,UNL,"Unleaded Regular",REDACTED,REDACTED,"2098 E Main St","Cortlandt Manor",NY,10567-2620,NY16,NULL,NY16,NY,0,0,0,0,0,0,0
2024-06-11,15:05:00,2024-06-13,REDACTED,NY16,29003468160,15.448,GA,3.898,60.23,0,60.23,60.23,-10.32,UNL,"Unleaded Regular",REDACTED,REDACTED,"201 Saw Mill River Rd R",Millwood,NY,10546-1106,NY16,NULL,NY16,NY,0,0,0,0,0,0,0
2024-06-14,10:56:00,2024-06-18,REDACTED,NY16,29048649500,15.824,GA,3.998,63.28,0,63.28,63.28,-6.86,UNL,"Unleaded Regular",REDACTED,REDACTED,"40 Backus Ave",Danbury,CT,6810,NY16,NULL,NY16,NY,0,0,0,0,0,0,0
2024-06-19,15:13:00,2024-06-21,REDACTED,NY16,29107553330,15.082,GA,3.898,58.8,0,58.8,58.8,-10.06,UNL,"Unleaded Regular",REDACTED,REDACTED,"201 Saw Mill River Rd R",Millwood,NY,10546-1106,NY16,NULL,NY16,NY,0,0,0,0,0,0,0
2024-06-25,09:26:37,2024-06-27,REDACTED,NY16,29188769240,16.232,GA,3.599,58.42,0,58.42,58.42,-10.64,UNL,"Unleaded Regular",REDACTED,REDACTED,"2225 Crompond Rd","Cortlandt Manor",NY,10567-5266,NY16,NULL,NY16,NY,0,0,0,0,0,0,0
2024-06-26,07:59:00,2024-06-28,REDACTED,NY16,29199708950,18.19,GA,4.299,78.23,0,78.23,78.23,-12.78,UN+,"Unleaded Plus",REDACTED,REDACTED,"364 Nepperhan Ave",Yonkers,NY,10701,NY16,NULL,NY16,NY,0,1,0,0,0,0,1
2024-06-27,16:14:00,2024-07-01,REDACTED,NY16,29220634570,14.07,GA,3.759,52.89,0,52.89,52.89,-9.31,UNL,"Unleaded Regular",REDACTED,REDACTED,"2071 E Main St","Cortlandt Manor",NY,10567-2618,NY16,NULL,NY16,NY,0,0,0,0,0,0,0
